#r	psi(r)	exact_f0(r)
5.31383	0.0258592	0.0261603
5.31479	0.0258385	0.0261398
5.31576	0.0258178	0.0261193
5.31672	0.0257971	0.0260989
5.31769	0.0257764	0.0260784
5.31865	0.0257558	0.0260579
5.31962	0.0257351	0.0260375
5.32059	0.0257144	0.0260171
5.32155	0.0256938	0.0259966
5.32252	0.0256731	0.0259762
5.32349	0.0256525	0.0259558
5.32446	0.0256319	0.0259354
5.32543	0.0256112	0.025915
5.3264	0.0255906	0.0258946
5.32737	0.02557	0.0258742
5.32834	0.0255494	0.0258538
5.32931	0.0255288	0.0258334
5.33028	0.0255082	0.0258131
5.33125	0.0254876	0.0257927
5.33222	0.025467	0.0257724
5.33319	0.0254465	0.025752
5.33416	0.0254259	0.0257317
5.33514	0.0254053	0.0257113
5.33611	0.0253848	0.025691
5.33708	0.0253642	0.0256707
5.33806	0.0253437	0.0256504
5.33903	0.0253231	0.0256301
5.34001	0.0253026	0.0256098
5.34098	0.0252821	0.0255895
5.34196	0.0252616	0.0255692
5.34294	0.0252411	0.0255489
5.34391	0.0252206	0.0255286
5.34489	0.0252001	0.0255084
5.34587	0.0251796	0.0254881
5.34684	0.0251591	0.0254679
5.34782	0.0251386	0.0254476
5.3488	0.0251181	0.0254274
5.34978	0.0250977	0.0254072
5.35076	0.0250772	0.0253869
5.35174	0.0250568	0.0253667
5.35272	0.0250363	0.0253465
5.3537	0.0250159	0.0253263
5.35468	0.0249955	0.0253061
5.35566	0.024975	0.0252859
5.35664	0.0249546	0.0252657
5.35763	0.0249342	0.0252456
5.35861	0.0249138	0.0252254
5.35959	0.0248934	0.0252052
5.36058	0.024873	0.0251851
5.36156	0.0248526	0.0251649
5.36254	0.0248323	0.0251448
5.36353	0.0248119	0.0251246
5.36451	0.0247915	0.0251045
5.3655	0.0247712	0.0250844
5.36648	0.0247508	0.0250643
5.36747	0.0247305	0.0250442
5.36846	0.0247101	0.0250241
5.36945	0.0246898	0.025004
5.37043	0.0246695	0.0249839
5.37142	0.0246491	0.0249638
5.37241	0.0246288	0.0249437
5.3734	0.0246085	0.0249237
5.37439	0.0245882	0.0249036
5.37538	0.0245679	0.0248835
5.37637	0.0245476	0.0248635
5.37736	0.0245274	0.0248435
5.37835	0.0245071	0.0248234
5.37934	0.0244868	0.0248034
5.38033	0.0244666	0.0247834
5.38132	0.0244463	0.0247634
5.38232	0.0244261	0.0247434
5.38331	0.0244058	0.0247234
5.3843	0.0243856	0.0247034
5.3853	0.0243654	0.0246834
5.38629	0.0243451	0.0246634
5.38729	0.0243249	0.0246434
5.38828	0.0243047	0.0246235
5.38928	0.0242845	0.0246035
5.39027	0.0242643	0.0245836
5.39127	0.0242441	0.0245636
5.39227	0.0242239	0.0245437
5.39326	0.0242038	0.0245238
5.39426	0.0241836	0.0245038
5.39526	0.0241634	0.0244839
5.39626	0.0241433	0.024464
5.39726	0.0241231	0.0244441
5.39826	0.024103	0.0244242
5.39926	0.0240829	0.0244043
5.40026	0.0240627	0.0243844
5.40126	0.0240426	0.0243646
5.40226	0.0240225	0.0243447
5.40326	0.0240024	0.0243248
5.40426	0.0239823	0.024305
5.40526	0.0239622	0.0242851
5.40627	0.0239421	0.0242653
5.40727	0.023922	0.0242455
5.40827	0.0239019	0.0242256
5.40928	0.0238818	0.0242058
5.41028	0.0238618	0.024186
5.41129	0.0238417	0.0241662
5.41229	0.0238217	0.0241464
5.4133	0.0238016	0.0241266
5.41431	0.0237816	0.0241068
5.41531	0.0237616	0.024087
5.41632	0.0237415	0.0240673
5.41733	0.0237215	0.0240475
5.41834	0.0237015	0.0240277
5.41934	0.0236815	0.024008
5.42035	0.0236615	0.0239882
5.42136	0.0236415	0.0239685
5.42237	0.0236215	0.0239488
5.42338	0.0236015	0.023929
5.42439	0.0235816	0.0239093
5.4254	0.0235616	0.0238896
5.42642	0.0235416	0.0238699
5.42743	0.0235217	0.0238502
5.42844	0.0235017	0.0238305
5.42945	0.0234818	0.0238108
5.43047	0.0234619	0.0237911
5.43148	0.0234419	0.0237715
5.43249	0.023422	0.0237518
5.43351	0.0234021	0.0237322
5.43452	0.0233822	0.0237125
5.43554	0.0233623	0.0236929
5.43656	0.0233424	0.0236732
5.43757	0.0233225	0.0236536
5.43859	0.0233026	0.023634
5.43961	0.0232827	0.0236144
5.44063	0.0232629	0.0235947
5.44164	0.023243	0.0235751
5.44266	0.0232232	0.0235556
5.44368	0.0232033	0.023536
5.4447	0.0231835	0.0235164
5.44572	0.0231636	0.0234968
5.44674	0.0231438	0.0234772
5.44776	0.023124	0.0234577
5.44878	0.0231041	0.0234381
5.44981	0.0230843	0.0234186
5.45083	0.0230645	0.023399
5.45185	0.0230447	0.0233795
5.45287	0.0230249	0.02336
5.4539	0.0230052	0.0233405
5.45492	0.0229854	0.0233209
5.45595	0.0229656	0.0233014
5.45697	0.0229458	0.0232819
5.458	0.0229261	0.0232624
5.45902	0.0229063	0.023243
5.46005	0.0228866	0.0232235
5.46108	0.0228668	0.023204
5.4621	0.0228471	0.0231845
5.46313	0.0228274	0.0231651
5.46416	0.0228077	0.0231456
5.46519	0.022788	0.0231262
5.46622	0.0227682	0.0231067
5.46725	0.0227485	0.0230873
5.46828	0.0227288	0.0230679
5.46931	0.0227092	0.0230485
5.47034	0.0226895	0.0230291
5.47137	0.0226698	0.0230097
5.4724	0.0226501	0.0229903
5.47343	0.0226305	0.0229709
5.47447	0.0226108	0.0229515
5.4755	0.0225912	0.0229321
5.47653	0.0225715	0.0229127
5.47757	0.0225519	0.0228934
5.4786	0.0225323	0.022874
5.47964	0.0225126	0.0228547
5.48067	0.022493	0.0228353
5.48171	0.0224734	0.022816
5.48275	0.0224538	0.0227967
5.48378	0.0224342	0.0227773
5.48482	0.0224146	0.022758
5.48586	0.022395	0.0227387
5.4869	0.0223755	0.0227194
5.48794	0.0223559	0.0227001
5.48898	0.0223363	0.0226808
5.49002	0.0223168	0.0226615
5.49106	0.0222972	0.0226423
5.4921	0.0222777	0.022623
5.49314	0.0222581	0.0226037
5.49418	0.0222386	0.0225845
5.49522	0.0222191	0.0225652
5.49627	0.0221996	0.022546
5.49731	0.02218	0.0225268
5.49835	0.0221605	0.0225075
5.4994	0.022141	0.0224883
5.50044	0.0221215	0.0224691
5.50149	0.022102	0.0224499
5.50253	0.0220826	0.0224307
5.50358	0.0220631	0.0224115
5.50463	0.0220436	0.0223923
5.50567	0.0220242	0.0223731
5.50672	0.0220047	0.022354
5.50777	0.0219853	0.0223348
5.50882	0.0219658	0.0223157
5.50987	0.0219464	0.0222965
5.51092	0.021927	0.0222774
5.51197	0.0219075	0.0222582
5.51302	0.0218881	0.0222391
5.51407	0.0218687	0.02222
5.51512	0.0218493	0.0222008
5.51617	0.0218299	0.0221817
5.51722	0.0218105	0.0221626
5.51827	0.0217911	0.0221435
5.51933	0.0217718	0.0221244
5.52038	0.0217524	0.0221054
5.52144	0.021733	0.0220863
5.52249	0.0217137	0.0220672
5.52355	0.0216943	0.0220482
5.5246	0.021675	0.0220291
5.52566	0.0216556	0.02201
5.52672	0.0216363	0.021991
5.52777	0.021617	0.021972
5.52883	0.0215976	0.0219529
5.52989	0.0215783	0.0219339
5.53095	0.021559	0.0219149
5.53201	0.0215397	0.0218959
5.53307	0.0215204	0.0218769
5.53413	0.0215011	0.0218579
5.53519	0.0214819	0.0218389
5.53625	0.0214626	0.0218199
5.53731	0.0214433	0.021801
5.53837	0.0214241	0.021782
5.53943	0.0214048	0.021763
5.5405	0.0213856	0.0217441
5.54156	0.0213663	0.0217251
5.54263	0.0213471	0.0217062
5.54369	0.0213278	0.0216873
5.54476	0.0213086	0.0216683
5.54582	0.0212894	0.0216494
5.54689	0.0212702	0.0216305
5.54795	0.021251	0.0216116
5.54902	0.0212318	0.0215927
5.55009	0.0212126	0.0215738
5.55116	0.0211934	0.0215549
5.55223	0.0211742	0.021536
5.5533	0.0211551	0.0215172
5.55437	0.0211359	0.0214983
5.55544	0.0211167	0.0214794
5.55651	0.0210976	0.0214606
5.55758	0.0210784	0.0214418
5.55865	0.0210593	0.0214229
5.55972	0.0210402	0.0214041
5.56079	0.021021	0.0213853
5.56187	0.0210019	0.0213664
5.56294	0.0209828	0.0213476
5.56402	0.0209637	0.0213288
5.56509	0.0209446	0.02131
5.56617	0.0209255	0.0212912
5.56724	0.0209064	0.0212725
5.56832	0.0208873	0.0212537
5.56939	0.0208683	0.0212349
5.57047	0.0208492	0.0212162
5.57155	0.0208301	0.0211974
5.57263	0.0208111	0.0211787
5.57371	0.020792	0.0211599
5.57479	0.020773	0.0211412
5.57587	0.0207539	0.0211224
5.57695	0.0207349	0.0211037
5.57803	0.0207159	0.021085
5.57911	0.0206969	0.0210663
5.58019	0.0206779	0.0210476
5.58127	0.0206589	0.0210289
5.58236	0.0206399	0.0210102
5.58344	0.0206209	0.0209915
5.58452	0.0206019	0.0209729
5.58561	0.0205829	0.0209542
5.58669	0.0205639	0.0209355
5.58778	0.020545	0.0209169
5.58887	0.020526	0.0208982
5.58995	0.020507	0.0208796
5.59104	0.0204881	0.020861
5.59213	0.0204692	0.0208423
5.59322	0.0204502	0.0208237
5.59431	0.0204313	0.0208051
5.59539	0.0204124	0.0207865
5.59648	0.0203935	0.0207679
5.59758	0.0203745	0.0207493
5.59867	0.0203556	0.0207307
5.59976	0.0203367	0.0207122
5.60085	0.0203179	0.0206936
5.60194	0.020299	0.020675
5.60304	0.0202801	0.0206565
5.60413	0.0202612	0.0206379
5.60522	0.0202424	0.0206194
5.60632	0.0202235	0.0206008
5.60741	0.0202047	0.0205823
5.60851	0.0201858	0.0205638
5.6096	0.020167	0.0205453
5.6107	0.0201481	0.0205268
5.6118	0.0201293	0.0205083
5.6129	0.0201105	0.0204898
5.614	0.0200917	0.0204713
5.61509	0.0200729	0.0204528
5.61619	0.0200541	0.0204343
5.61729	0.0200353	0.0204158
5.61839	0.0200165	0.0203974
5.6195	0.0199977	0.0203789
5.6206	0.0199789	0.0203605
5.6217	0.0199602	0.020342
5.6228	0.0199414	0.0203236
5.62391	0.0199226	0.0203052
5.62501	0.0199039	0.0202868
5.62611	0.0198852	0.0202683
5.62722	0.0198664	0.0202499
5.62832	0.0198477	0.0202315
5.62943	0.019829	0.0202131
5.63054	0.0198102	0.0201948
5.63164	0.0197915	0.0201764
5.63275	0.0197728	0.020158
5.63386	0.0197541	0.0201396
5.63497	0.0197354	0.0201213
5.63608	0.0197168	0.0201029
5.63719	0.0196981	0.0200846
5.6383	0.0196794	0.0200662
5.63941	0.0196607	0.0200479
5.64052	0.0196421	0.0200296
5.64163	0.0196234	0.0200113
5.64275	0.0196048	0.019993
5.64386	0.0195861	0.0199747
5.64497	0.0195675	0.0199564
5.64609	0.0195489	0.0199381
5.6472	0.0195302	0.0199198
5.64832	0.0195116	0.0199015
5.64943	0.019493	0.0198832
5.65055	0.0194744	0.019865
5.65167	0.0194558	0.0198467
5.65278	0.0194372	0.0198285
5.6539	0.0194186	0.0198102
5.65502	0.0194001	0.019792
5.65614	0.0193815	0.0197738
5.65726	0.0193629	0.0197555
5.65838	0.0193444	0.0197373
5.6595	0.0193258	0.0197191
5.66062	0.0193073	0.0197009
5.66175	0.0192887	0.0196827
5.66287	0.0192702	0.0196645
5.66399	0.0192517	0.0196464
5.66512	0.0192332	0.0196282
5.66624	0.0192146	0.01961
5.66737	0.0191961	0.0195918
5.66849	0.0191776	0.0195737
5.66962	0.0191591	0.0195555
5.67074	0.0191406	0.0195374
5.67187	0.0191222	0.0195193
5.673	0.0191037	0.0195011
5.67413	0.0190852	0.019483
5.67526	0.0190668	0.0194649
5.67639	0.0190483	0.0194468
5.67752	0.0190298	0.0194287
5.67865	0.0190114	0.0194106
5.67978	0.018993	0.0193925
5.68091	0.0189745	0.0193745
5.68204	0.0189561	0.0193564
5.68318	0.0189377	0.0193383
5.68431	0.0189193	0.0193203
5.68544	0.0189009	0.0193022
5.68658	0.0188825	0.0192842
5.68772	0.0188641	0.0192661
5.68885	0.0188457	0.0192481
5.68999	0.0188273	0.0192301
5.69113	0.0188089	0.0192121
5.69226	0.0187906	0.019194
5.6934	0.0187722	0.019176
5.69454	0.0187538	0.019158
5.69568	0.0187355	0.0191401
5.69682	0.0187172	0.0191221
5.69796	0.0186988	0.0191041
5.6991	0.0186805	0.0190861
5.70024	0.0186622	0.0190682
5.70139	0.0186438	0.0190502
5.70253	0.0186255	0.0190323
5.70367	0.0186072	0.0190143
5.70482	0.0185889	0.0189964
5.70596	0.0185706	0.0189785
5.70711	0.0185523	0.0189605
5.70825	0.0185341	0.0189426
5.7094	0.0185158	0.0189247
5.71055	0.0184975	0.0189068
5.7117	0.0184793	0.0188889
5.71284	0.018461	0.018871
5.71399	0.0184428	0.0188532
5.71514	0.0184245	0.0188353
5.71629	0.0184063	0.0188174
5.71744	0.0183881	0.0187996
5.71859	0.0183698	0.0187817
5.71975	0.0183516	0.0187639
5.7209	0.0183334	0.018746
5.72205	0.0183152	0.0187282
5.72321	0.018297	0.0187104
5.72436	0.0182788	0.0186926
5.72552	0.0182606	0.0186747
5.72667	0.0182424	0.0186569
5.72783	0.0182243	0.0186391
5.72898	0.0182061	0.0186213
5.73014	0.0181879	0.0186036
5.7313	0.0181698	0.0185858
5.73246	0.0181516	0.018568
5.73362	0.0181335	0.0185503
5.73478	0.0181154	0.0185325
5.73594	0.0180972	0.0185147
5.7371	0.0180791	0.018497
5.73826	0.018061	0.0184793
5.73942	0.0180429	0.0184615
5.74059	0.0180248	0.0184438
5.74175	0.0180067	0.0184261
5.74292	0.0179886	0.0184084
5.74408	0.0179705	0.0183907
5.74525	0.0179524	0.018373
5.74641	0.0179344	0.0183553
5.74758	0.0179163	0.0183376
5.74875	0.0178982	0.01832
5.74991	0.0178802	0.0183023
5.75108	0.0178621	0.0182846
5.75225	0.0178441	0.018267
5.75342	0.0178261	0.0182493
5.75459	0.017808	0.0182317
5.75576	0.01779	0.0182141
5.75694	0.017772	0.0181964
5.75811	0.017754	0.0181788
5.75928	0.017736	0.0181612
5.76045	0.017718	0.0181436
5.76163	0.0177	0.018126
5.7628	0.017682	0.0181084
5.76398	0.017664	0.0180908
5.76515	0.0176461	0.0180732
5.76633	0.0176281	0.0180557
5.76751	0.0176101	0.0180381
5.76869	0.0175922	0.0180205
5.76987	0.0175742	0.018003
5.77105	0.0175563	0.0179855
5.77223	0.0175384	0.0179679
5.77341	0.0175204	0.0179504
5.77459	0.0175025	0.0179329
5.77577	0.0174846	0.0179153
5.77695	0.0174667	0.0178978
5.77813	0.0174488	0.0178803
5.77932	0.0174309	0.0178628
5.7805	0.017413	0.0178454
5.78169	0.0173951	0.0178279
5.78287	0.0173772	0.0178104
5.78406	0.0173594	0.0177929
5.78525	0.0173415	0.0177755
5.78643	0.0173236	0.017758
5.78762	0.0173058	0.0177406
5.78881	0.0172879	0.0177231
5.79	0.0172701	0.0177057
5.79119	0.0172523	0.0176883
5.79238	0.0172344	0.0176708
5.79357	0.0172166	0.0176534
5.79477	0.0171988	0.017636
5.79596	0.017181	0.0176186
5.79715	0.0171632	0.0176012
5.79835	0.0171454	0.0175838
5.79954	0.0171276	0.0175665
5.80074	0.0171098	0.0175491
5.80193	0.017092	0.0175317
5.80313	0.0170743	0.0175144
5.80433	0.0170565	0.017497
5.80553	0.0170387	0.0174797
5.80673	0.017021	0.0174623
5.80793	0.0170032	0.017445
5.80913	0.0169855	0.0174277
5.81033	0.0169678	0.0174104
5.81153	0.01695	0.0173931
5.81273	0.0169323	0.0173758
5.81393	0.0169146	0.0173585
5.81514	0.0168969	0.0173412
5.81634	0.0168792	0.0173239
5.81755	0.0168615	0.0173066
5.81875	0.0168438	0.0172893
5.81996	0.0168261	0.0172721
5.82116	0.0168084	0.0172548
5.82237	0.0167908	0.0172376
5.82358	0.0167731	0.0172203
5.82479	0.0167554	0.0172031
5.826	0.0167378	0.0171859
5.82721	0.0167201	0.0171687
5.82842	0.0167025	0.0171514
5.82963	0.0166849	0.0171342
5.83084	0.0166672	0.017117
5.83206	0.0166496	0.0170998
5.83327	0.016632	0.0170827
5.83448	0.0166144	0.0170655
5.8357	0.0165968	0.0170483
5.83691	0.0165792	0.0170311
5.83813	0.0165616	0.017014
5.83935	0.016544	0.0169968
5.84057	0.0165264	0.0169797
5.84178	0.0165088	0.0169625
5.843	0.0164913	0.0169454
5.84422	0.0164737	0.0169283
5.84544	0.0164562	0.0169112
5.84666	0.0164386	0.0168941
5.84789	0.0164211	0.016877
5.84911	0.0164035	0.0168599
5.85033	0.016386	0.0168428
5.85156	0.0163685	0.0168257
5.85278	0.016351	0.0168086
5.85401	0.0163335	0.0167915
5.85523	0.016316	0.0167745
5.85646	0.0162985	0.0167574
5.85769	0.016281	0.0167404
5.85891	0.0162635	0.0167233
5.86014	0.016246	0.0167063
5.86137	0.0162285	0.0166893
5.8626	0.0162111	0.0166723
5.86383	0.0161936	0.0166552
5.86507	0.0161761	0.0166382
5.8663	0.0161587	0.0166212
5.86753	0.0161412	0.0166042
5.86876	0.0161238	0.0165873
5.87	0.0161064	0.0165703
5.87123	0.016089	0.0165533
5.87247	0.0160715	0.0165363
5.87371	0.0160541	0.0165194
5.87494	0.0160367	0.0165024
5.87618	0.0160193	0.0164855
5.87742	0.0160019	0.0164686
5.87866	0.0159845	0.0164516
5.8799	0.0159672	0.0164347
5.88114	0.0159498	0.0164178
5.88238	0.0159324	0.0164009
5.88363	0.015915	0.016384
5.88487	0.0158977	0.0163671
5.88611	0.0158803	0.0163502
5.88736	0.015863	0.0163333
5.8886	0.0158457	0.0163164
5.88985	0.0158283	0.0162996
5.89109	0.015811	0.0162827
5.89234	0.0157937	0.0162658
5.89359	0.0157764	0.016249
5.89484	0.0157591	0.0162321
5.89609	0.0157418	0.0162153
5.89734	0.0157245	0.0161985
5.89859	0.0157072	0.0161817
5.89984	0.0156899	0.0161649
5.90109	0.0156726	0.016148
5.90235	0.0156553	0.0161312
5.9036	0.0156381	0.0161145
5.90486	0.0156208	0.0160977
5.90611	0.0156036	0.0160809
5.90737	0.0155863	0.0160641
5.90862	0.0155691	0.0160474
5.90988	0.0155519	0.0160306
5.91114	0.0155346	0.0160138
5.9124	0.0155174	0.0159971
5.91366	0.0155002	0.0159804
5.91492	0.015483	0.0159636
5.91618	0.0154658	0.0159469
5.91744	0.0154486	0.0159302
5.91871	0.0154314	0.0159135
5.91997	0.0154142	0.0158968
5.92123	0.015397	0.0158801
5.9225	0.0153799	0.0158634
5.92377	0.0153627	0.0158467
5.92503	0.0153455	0.01583
5.9263	0.0153284	0.0158134
5.92757	0.0153112	0.0157967
5.92884	0.0152941	0.0157801
5.93011	0.0152769	0.0157634
5.93138	0.0152598	0.0157468
5.93265	0.0152427	0.0157301
5.93392	0.0152256	0.0157135
5.93519	0.0152085	0.0156969
5.93647	0.0151914	0.0156803
5.93774	0.0151743	0.0156637
5.93902	0.0151572	0.0156471
5.94029	0.0151401	0.0156305
5.94157	0.015123	0.0156139
5.94284	0.0151059	0.0155973
5.94412	0.0150889	0.0155807
5.9454	0.0150718	0.0155642
5.94668	0.0150547	0.0155476
5.94796	0.0150377	0.0155311
5.94924	0.0150206	0.0155145
5.95052	0.0150036	0.015498
5.95181	0.0149866	0.0154815
5.95309	0.0149696	0.0154649
5.95437	0.0149525	0.0154484
5.95566	0.0149355	0.0154319
5.95695	0.0149185	0.0154154
5.95823	0.0149015	0.0153989
5.95952	0.0148845	0.0153824
5.96081	0.0148675	0.0153659
5.9621	0.0148505	0.0153495
5.96339	0.0148336	0.015333
5.96468	0.0148166	0.0153165
5.96597	0.0147996	0.0153001
5.96726	0.0147827	0.0152836
5.96855	0.0147657	0.0152672
5.96985	0.0147488	0.0152508
5.97114	0.0147318	0.0152344
5.97244	0.0147149	0.0152179
5.97373	0.014698	0.0152015
5.97503	0.014681	0.0151851
5.97633	0.0146641	0.0151687
5.97762	0.0146472	0.0151523
5.97892	0.0146303	0.0151359
5.98022	0.0146134	0.0151196
5.98152	0.0145965	0.0151032
5.98283	0.0145796	0.0150868
5.98413	0.0145628	0.0150705
5.98543	0.0145459	0.0150541
5.98674	0.014529	0.0150378
5.98804	0.0145122	0.0150215
5.98935	0.0144953	0.0150051
5.99065	0.0144784	0.0149888
5.99196	0.0144616	0.0149725
5.99327	0.0144448	0.0149562
5.99458	0.0144279	0.0149399
5.99589	0.0144111	0.0149236
5.9972	0.0143943	0.0149073
5.99851	0.0143775	0.014891
5.99982	0.0143607	0.0148747
6.00113	0.0143439	0.0148585
6.00245	0.0143271	0.0148422
6.00376	0.0143103	0.014826
6.00508	0.0142935	0.0148097
6.00639	0.0142767	0.0147935
6.00771	0.01426	0.0147773
6.00903	0.0142432	0.014761
6.01035	0.0142264	0.0147448
6.01167	0.0142097	0.0147286
6.01299	0.0141929	0.0147124
6.01431	0.0141762	0.0146962
6.01563	0.0141595	0.01468
6.01695	0.0141427	0.0146638
6.01827	0.014126	0.0146477
6.0196	0.0141093	0.0146315
6.02092	0.0140926	0.0146153
6.02225	0.0140759	0.0145992
6.02358	0.0140592	0.014583
6.02491	0.0140425	0.0145669
6.02623	0.0140258	0.0145508
6.02756	0.0140091	0.0145346
6.02889	0.0139924	0.0145185
6.03023	0.0139758	0.0145024
6.03156	0.0139591	0.0144863
6.03289	0.0139424	0.0144702
6.03422	0.0139258	0.0144541
6.03556	0.0139091	0.014438
6.03689	0.0138925	0.0144219
6.03823	0.0138759	0.0144059
6.03957	0.0138592	0.0143898
6.0409	0.0138426	0.0143738
6.04224	0.013826	0.0143577
6.04358	0.0138094	0.0143417
6.04492	0.0137928	0.0143256
6.04627	0.0137762	0.0143096
6.04761	0.0137596	0.0142936
6.04895	0.013743	0.0142776
6.05029	0.0137264	0.0142616
6.05164	0.0137099	0.0142456
6.05298	0.0136933	0.0142296
6.05433	0.0136767	0.0142136
6.05568	0.0136602	0.0141976
6.05703	0.0136436	0.0141816
6.05838	0.0136271	0.0141657
6.05973	0.0136106	0.0141497
6.06108	0.013594	0.0141338
6.06243	0.0135775	0.0141178
6.06378	0.013561	0.0141019
6.06514	0.0135445	0.0140859
6.06649	0.013528	0.01407
6.06784	0.0135115	0.0140541
6.0692	0.013495	0.0140382
6.07056	0.0134785	0.0140223
6.07192	0.013462	0.0140064
6.07327	0.0134455	0.0139905
6.07463	0.013429	0.0139746
6.07599	0.0134126	0.0139587
6.07736	0.0133961	0.0139429
6.07872	0.0133797	0.013927
6.08008	0.0133632	0.0139112
6.08145	0.0133468	0.0138953
6.08281	0.0133303	0.0138795
6.08418	0.0133139	0.0138636
6.08554	0.0132975	0.0138478
6.08691	0.0132811	0.013832
6.08828	0.0132646	0.0138162
6.08965	0.0132482	0.0138004
6.09102	0.0132318	0.0137846
6.09239	0.0132154	0.0137688
6.09376	0.013199	0.013753
6.09514	0.0131827	0.0137372
6.09651	0.0131663	0.0137215
6.09789	0.0131499	0.0137057
6.09926	0.0131335	0.0136899
6.10064	0.0131172	0.0136742
6.10202	0.0131008	0.0136585
6.10339	0.0130845	0.0136427
6.10477	0.0130681	0.013627
6.10615	0.0130518	0.0136113
6.10754	0.0130355	0.0135956
6.10892	0.0130192	0.0135799
6.1103	0.0130028	0.0135642
6.11168	0.0129865	0.0135485
6.11307	0.0129702	0.0135328
6.11446	0.0129539	0.0135171
6.11584	0.0129376	0.0135014
6.11723	0.0129213	0.0134858
6.11862	0.0129051	0.0134701
6.12001	0.0128888	0.0134545
6.1214	0.0128725	0.0134388
6.12279	0.0128562	0.0134232
6.12418	0.01284	0.0134075
6.12558	0.0128237	0.0133919
6.12697	0.0128075	0.0133763
6.12837	0.0127912	0.0133607
6.12976	0.012775	0.0133451
6.13116	0.0127588	0.0133295
6.13256	0.0127425	0.0133139
6.13396	0.0127263	0.0132983
6.13536	0.0127101	0.0132828
6.13676	0.0126939	0.0132672
6.13816	0.0126777	0.0132516
6.13956	0.0126615	0.0132361
6.14096	0.0126453	0.0132205
6.14237	0.0126291	0.013205
6.14378	0.012613	0.0131895
6.14518	0.0125968	0.013174
6.14659	0.0125806	0.0131584
6.148	0.0125645	0.0131429
6.14941	0.0125483	0.0131274
6.15082	0.0125322	0.0131119
6.15223	0.012516	0.0130964
6.15364	0.0124999	0.013081
6.15505	0.0124837	0.0130655
6.15647	0.0124676	0.01305
6.15788	0.0124515	0.0130346
6.1593	0.0124354	0.0130191
6.16072	0.0124193	0.0130037
6.16214	0.0124032	0.0129882
6.16355	0.0123871	0.0129728
6.16497	0.012371	0.0129574
6.1664	0.0123549	0.0129419
6.16782	0.0123388	0.0129265
6.16924	0.0123228	0.0129111
6.17067	0.0123067	0.0128957
6.17209	0.0122906	0.0128803
6.17352	0.0122746	0.012865
6.17494	0.0122585	0.0128496
6.17637	0.0122425	0.0128342
6.1778	0.0122264	0.0128189
6.17923	0.0122104	0.0128035
6.18066	0.0121944	0.0127882
6.18209	0.0121784	0.0127728
6.18353	0.0121623	0.0127575
6.18496	0.0121463	0.0127422
6.18639	0.0121303	0.0127268
6.18783	0.0121143	0.0127115
6.18927	0.0120983	0.0126962
6.19071	0.0120823	0.0126809
6.19214	0.0120664	0.0126656
6.19358	0.0120504	0.0126504
6.19503	0.0120344	0.0126351
6.19647	0.0120185	0.0126198
6.19791	0.0120025	0.0126045
6.19935	0.0119866	0.0125893
6.2008	0.0119706	0.012574
6.20225	0.0119547	0.0125588
6.20369	0.0119387	0.0125436
6.20514	0.0119228	0.0125283
6.20659	0.0119069	0.0125131
6.20804	0.011891	0.0124979
6.20949	0.011875	0.0124827
6.21094	0.0118591	0.0124675
6.2124	0.0118432	0.0124523
6.21385	0.0118273	0.0124371
6.21531	0.0118115	0.0124219
6.21676	0.0117956	0.0124068
6.21822	0.0117797	0.0123916
6.21968	0.0117638	0.0123765
6.22114	0.011748	0.0123613
6.2226	0.0117321	0.0123462
6.22406	0.0117162	0.012331
6.22552	0.0117004	0.0123159
6.22698	0.0116846	0.0123008
6.22845	0.0116687	0.0122857
6.22991	0.0116529	0.0122706
6.23138	0.0116371	0.0122555
6.23285	0.0116212	0.0122404
6.23432	0.0116054	0.0122253
6.23579	0.0115896	0.0122102
6.23726	0.0115738	0.0121951
6.23873	0.011558	0.0121801
6.2402	0.0115422	0.012165
6.24168	0.0115264	0.01215
6.24315	0.0115106	0.0121349
6.24463	0.0114949	0.0121199
6.24611	0.0114791	0.0121049
6.24758	0.0114633	0.0120898
6.24906	0.0114476	0.0120748
6.25054	0.0114318	0.0120598
6.25203	0.0114161	0.0120448
6.25351	0.0114003	0.0120298
6.25499	0.0113846	0.0120148
6.25648	0.0113689	0.0119999
6.25796	0.0113531	0.0119849
6.25945	0.0113374	0.0119699
6.26094	0.0113217	0.011955
6.26243	0.011306	0.01194
6.26392	0.0112903	0.0119251
6.26541	0.0112746	0.0119101
6.2669	0.0112589	0.0118952
6.26839	0.0112432	0.0118803
6.26989	0.0112276	0.0118654
6.27138	0.0112119	0.0118505
6.27288	0.0111962	0.0118356
6.27438	0.0111805	0.0118207
6.27588	0.0111649	0.0118058
6.27738	0.0111492	0.0117909
6.27888	0.0111336	0.011776
6.28038	0.011118	0.0117612
6.28188	0.0111023	0.0117463
6.28339	0.0110867	0.0117315
6.28489	0.0110711	0.0117166
6.2864	0.0110554	0.0117018
6.28791	0.0110398	0.011687
6.28942	0.0110242	0.0116722
6.29093	0.0110086	0.0116573
6.29244	0.010993	0.0116425
6.29395	0.0109774	0.0116277
6.29547	0.0109619	0.0116129
6.29698	0.0109463	0.0115982
6.2985	0.0109307	0.0115834
6.30001	0.0109151	0.0115686
6.30153	0.0108996	0.0115538
6.30305	0.010884	0.0115391
6.30457	0.0108685	0.0115243
6.30609	0.0108529	0.0115096
6.30761	0.0108374	0.0114949
